product,answer_option,review_score
Shelcal,Delivery very late,0.2793733681462141
Shelcal,I like it,0.27154046997389036
Shelcal,Optical priced. good supplement,0.26109660574412535
Shelcal,Discount was less than available in the market,0.2584856396866841
Shelcal,Less Discount,0.2584856396866841
Shelcal,Bought as advised by the doctor,0.25326370757180156
Shelcal,Good calcium substitute,0.2402088772845953
Shelcal,Not much effective,0.23237597911227154
Shelcal,its a gold standard,0.23237597911227154
Shelcal,Display rate was higher than MRP..,0.23237597911227154
Shelcal,Good response,0.23237597911227154
Shelcal,Delivery,0.2297650130548303
Shelcal,"Dislike price, like packing",0.20887728459530025
Shelcal,Good tablets,0.18276762402088773
Shelcal,We needed more discount,0.18276762402088773
Shelcal,Good source of Calcium and Vitamin D3,0.17754569190600522
Shelcal,Discount is very less,0.17754569190600522
Shelcal,Rated good to treat calcium and vitamin deficiency,0.1462140992167102
Shelcal,Problem regarding the delivery,0.14360313315926893
Shelcal,Best for calcium intake,0.12010443864229765
Shelcal,Best for calcium intake,0.12010443864229765
Shelcal,Feeling comfortable in joints,0.12010443864229765
Shelcal,Calcium supplement are most post menopausal,0.12010443864229765
Shelcal,Good as calcium supplement,0.12010443864229765
Shelcal,Nothing to say.,0.12010443864229765
Shelcal,Star product of company,0.12010443864229765
Shelcal,It is ok,0.12010443864229765
Shelcal,Same as my previous reply,0.12010443864229765
Shelcal,Everything,0.12010443864229765
Shelcal,THE EXPIRY DATE WAS NOT CHECKED BEFORE PACKING,0.12010443864229765
Shelcal,Item is good and packed very well,0.12010443864229765
Shelcal,Item is good and packed very well,0.12010443864229765
Shelcal,Why dont you use local shops as delivery partner. its preposterous that in today day and age we need to wait ONE FREAKING WEEK FOR DELIVERY,0.1174934725848564
Shelcal,Quick delivery of medicine is very much appreciated,0.1174934725848564
Shelcal,I purchased it was 15 tablet strip not up to the mark seems duplicate not controlling sugar legal,0.10966057441253264
Shelcal,Satisfactory Service besides some minor negligencies.,0.10966057441253264
Shelcal,Discount Is Good,0.10443864229765012
Shelcal,indians best calcium with vitamin D tab,0.10182767624020887
Shelcal,Advised by doctors to make up calcium intake for strong bones specially for elderly,0.10182767624020887
Shelcal,Helps fr old age patients,0.10182767624020887
Shelcal,its a prescribed medicine to my mom.,0.10182767624020887
Shelcal,Shel Al is a standard calcium tablet,0.10182767624020887
Shelcal,My father and wife have been having this calcium supplement for many years,0.10182767624020887
Shelcal,"The whole action from your end,",0.10182767624020887
Shelcal,It is effective medicine,0.10182767624020887
Shelcal,The ambiance of the strip was good not old or tampered,0.10182767624020887
Shelcal,Recommended by Doctor at Sunshine Hospital.,0.10182767624020887
Shelcal,Good tablets,0.10182767624020887
Shelcal,Excellent,0.10182767624020887
Shelcal,Very useful,0.10182767624020887
Shelcal,Calcium supplement,0.10182767624020887
Shelcal,Discount n ease of shopping online,0.10182767624020887
Shelcal,Came on time without any damage,0.10182767624020887
Shelcal,Problem regarding the delivery,0.10182767624020887
Shelcal,Very delayed delivery and if we wish to cancel they are not refunding the money instead adding it to their wallet which is not at all useful,0.10182767624020887
Shelcal,liked packing and delivery,0.10182767624020887
Shelcal,Nice packing and good tablet for my health,0.10182767624020887
Shelcal,Delivery date was too late,0.09921671018276762
Shelcal,Packing quality,0.09921671018276762
Shelcal,Mental feeling as if it is working,0.09660574412532637
Shelcal,Good product....,0.08877284595300261
Shelcal,Didn't dislike anything,0.08616187989556136
Shelcal,good service,0.0835509138381201
Shelcal,5 Genuine,0.0835509138381201
Shelcal,Good source of Calcium and Vitamin D3,0.06266318537859007
Shelcal,Nothing,0.06266318537859007
Shelcal,Very fast delivery,0.06266318537859007
Shelcal,very useful product,0.0
Shelcal,calcium supplement recommended by Mrs,0.0
Shelcal,good product,0.0
Shelcal,I like very much,0.0
Shelcal,its good,0.0
Shelcal,Efficient responsiveness,0.0
Shelcal,Delivery is slow,0.0
SevenseascodLiverOil,excellent for vitamin deficiency good jelly capsules,0.9876543209876543
SevenseascodLiverOil,its good for hair fall,0.9876543209876543
SevenseascodLiverOil,Not the missing ingredient in my body Feeling better after taking it,0.9629629629629629
SevenseascodLiverOil,It was a good for kids immunity,0.9506172839506173
SevenseascodLiverOil,Not satisfied because goods are delivered on parts .,0.9506172839506173
SevenseascodLiverOil,"I like product. But, dont like delivery",0.9259259259259259
SevenseascodLiverOil,Prompt delivery at reduced cost,0.9012345679012346
SevenseascodLiverOil,Best quality products,0.8518518518518519
SevenseascodLiverOil,Delivery was bit delayed delivery was made through different courier and timely update was not available,0.8395061728395061
SevenseascodLiverOil,The condition in which it was delivered was worst,0.8395061728395061
SevenseascodLiverOil,Trusted remedy for health. Used for many years,0.8271604938271605
SevenseascodLiverOil,It is a good supplement,0.8148148148148148
SevenseascodLiverOil,easy and best deal,0.8148148148148148
SevenseascodLiverOil,Nice bottling.. Not sure whether it would help or not...,0.8148148148148148
SevenseascodLiverOil,Timely delivery and discount,0.8148148148148148
SevenseascodLiverOil,good package decent price,0.8148148148148148
SevenseascodLiverOil,Exciting discount prompt delivery,0.7901234567901234
SevenseascodLiverOil,Good packing and product was delivered before time.I liked the service a lot.,0.7901234567901234
SevenseascodLiverOil,its best for improvement of immune system,0.7777777777777778
SevenseascodLiverOil,Excellent response Perfect delivery,0.7530864197530864
SevenseascodLiverOil,Have used it earlier but results are very late may be its purity not same as earlier,0.7407407407407407
SevenseascodLiverOil,Good in nutrition content and good for health,0.7283950617283951
SevenseascodLiverOil,I have already used it before,0.6666666666666666
SevenseascodLiverOil,Dismounted price Fresh product,0.6666666666666666
SevenseascodLiverOil,Price n packing (Big package more savings,0.6419753086419753
SevenseascodLiverOil,Good for eye and memory as vitamin,0.6296296296296297
SevenseascodLiverOil,Better than any other product claiming to improve immunity,0.6296296296296297
SevenseascodLiverOil,The product was good with long expire,0.6296296296296297
SevenseascodLiverOil,It is original,0.6172839506172839
SevenseascodLiverOil,Glucosamine Tablets are canceled,0.6172839506172839
SevenseascodLiverOil,Original item. Sold without any discount at MRP,0.6172839506172839
SevenseascodLiverOil,5 liked the product very much,0.6049382716049383
SevenseascodLiverOil,4. Promptness and price,0.6049382716049383
SevenseascodLiverOil,QUALITY IS GOOD AND PRIZE IS LOW,0.5925925925925926
SevenseascodLiverOil,Not feeling Any difference,0.5925925925925926
SevenseascodLiverOil,Discount & fast delivery,0.5925925925925926
SevenseascodLiverOil,Packaging of the product and timely delivery,0.5802469135802469
SevenseascodLiverOil,it should come back in glass jar....,0.5432098765432098
SevenseascodLiverOil,Quality is good Packing forwarding OK,0.49382716049382713
SevenseascodLiverOil,its a trusted products from my childhood days,0.48148148148148145
SevenseascodLiverOil,No major change after taking these tablets,0.48148148148148145
SevenseascodLiverOil,packing delivery was all smooth & convenient,0.4691358024691358
SevenseascodLiverOil,The packing is same for years I could relate to product from the memory down the years,0.4567901234567901
SevenseascodLiverOil,Good one seen improvements,0.4444444444444444
SevenseascodLiverOil,Seams original cod liver oil,0.4444444444444444
SevenseascodLiverOil,Like but less discount,0.4444444444444444
SevenseascodLiverOil,Good & effective product for the given low price.,0.43209876543209874
SevenseascodLiverOil,You are gang of thief,0.43209876543209874
SevenseascodLiverOil,"This cod lever capsules should be kept in below 10°C, you should see that it should be kept in a ice box during delivery",0.43209876543209874
SevenseascodLiverOil,Caused problems for health,0.41975308641975306
SevenseascodLiverOil,Package quantity is not good,0.41975308641975306
SevenseascodLiverOil,Bottle packing quality very bad,0.41975308641975306
SevenseascodLiverOil,Delievery and Product quality,0.4074074074074074
SevenseascodLiverOil,Difficult to open bottle lid as its not proper Not sure if this one is a duplicate product too.,0.3950617283950617
SevenseascodLiverOil,Product and timely delivery,0.3950617283950617
SevenseascodLiverOil,"Good product, secure packaging, value for money",0.345679012345679
SevenseascodLiverOil,i like it and its good in results,0.08641975308641975
SevenseascodLiverOil,its good for health.,0.08641975308641975
SevenseascodLiverOil,I have ordered senses but i feel like that the product is not in original,0.08641975308641975
SevenseascodLiverOil,I am not a doctor,0.08641975308641975
SevenseascodLiverOil,Bottle cap is free,0.08641975308641975
SevenseascodLiverOil,Colour like a gold due,0.08641975308641975
SevenseascodLiverOil,"Dislike , original monogram (logo) not match original product.",0.08641975308641975
SevenseascodLiverOil,But I got this product very late ...,0.08641975308641975
SevenseascodLiverOil,It was packed very carefully and delivered with in time,0.08641975308641975
SevenseascodLiverOil,Delivery time is much,0.08641975308641975
SevenseascodLiverOil,Ordered 500 Cabs and Not the Delivery for 100 Cabs,0.08641975308641975
SevenseascodLiverOil,Genuine quality at very best price,0.08641975308641975
SevenseascodLiverOil,its really helpful and safe.,0.06172839506172839
SevenseascodLiverOil,Good for immunity system .Every body should take it. No foundation for Male/Female anybody can take it.,0.06172839506172839
SevenseascodLiverOil,At least online available,0.06172839506172839
SevenseascodLiverOil,Packing... Delivery... Discount,0.06172839506172839
SevenseascodLiverOil,its only 15 days but I do feel energetic and good.. so its a thumbs up for me..,0.04938271604938271
SevenseascodLiverOil,its too early,0.04938271604938271
SevenseascodLiverOil,Delivery time is late,0.04938271604938271
SevenseascodLiverOil,AGAIN results are good,0.037037037037037035
SevenseascodLiverOil,Very much like.. Recommended for enhancing immunity of everyone...Must buy again,0.024691358024691357
SevenseascodLiverOil,Good source of omega 3 fatty acid,0.0
SevenseascodLiverOil,Meg 3 is best in winter,0.0
SevenseascodLiverOil,I liked the product,0.0
SevenseascodLiverOil,All is ok but I couldn get discount on seven seas cod lever oil cc capsules,0.0
Neurobion,The rate is very reasonable,0.9831730769230769
Neurobion,All good,0.9831730769230769
Neurobion,Excellent,0.9735576923076923
Neurobion,Along with this i had initially ordered glycogen for which a prescription was called for But what i had unloaded was not a'exited as it was issued in 2015. Since this is regular medication for diabetic control age of the prescription should not matter.,0.9615384615384616
Neurobion,"After having it, I felt itching allergy, acne & pimples problems overall skin problem.",0.7403846153846154
Neurobion,overall good experience and this is one of the best medicine for me and works well over me. thanks,0.7379807692307693
Neurobion,It is as per recommendation.,0.7115384615384616
Neurobion,smells a lot but packed well....,0.7115384615384616
Neurobion,It is good for nerves,0.7019230769230769
Neurobion,I ordered for my mother,0.6826923076923077
Neurobion,Very effective,0.6826923076923077
Neurobion,Great services,0.6826923076923077
Neurobion,Genuine and good pricing,0.6802884615384616
Neurobion,delivery is not unto mark,0.6754807692307693
Neurobion,The packing,0.6754807692307693
Neurobion,Good medicine for vitamin B,0.6730769230769231
Neurobion,Very good for nurbous system,0.6730769230769231
Neurobion,The tablet is very harmful,0.6730769230769231
Neurobion,Best in help of Complex bone and mussel problem,0.6730769230769231
Neurobion,"Cannot remember rhis medicine, rated arbitrarily",0.6730769230769231
Neurobion,Package well,0.6730769230769231
Neurobion,Mud source of b12,0.6706730769230769
Neurobion,Good product,0.6706730769230769
Neurobion,Unfordable product,0.6706730769230769
Neurobion,Excellent service,0.6706730769230769
Neurobion,Delivery should be speed,0.6706730769230769
Neurobion,One of the better vitamin complex tablet with B-12.Very effective,0.6682692307692307
Neurobion,Nothing is mention,0.6658653846153846
Neurobion,Excellent in nerves problems,0.6658653846153846
Neurobion,Good price and quick delivery,0.6658653846153846
Neurobion,Nice Supplement .,0.6634615384615384
Neurobion,Results awaited,0.6634615384615384
Neurobion,No problem at all Everything was excellent,0.65625
Neurobion,Good effect with no side effects,0.6538461538461539
Neurobion,Not as per request,0.6538461538461539
Neurobion,"Using the product, but still I could find the fruitful results",0.6538461538461539
Neurobion,Good product,0.6538461538461539
Neurobion,Nice effects,0.6538461538461539
Neurobion,Nice results,0.6538461538461539
Neurobion,Very good for nerves strength,0.6514423076923077
Neurobion,Good medicine for vitamin B,0.6514423076923077
Neurobion,better composition in this price,0.6514423076923077
Neurobion,Good medicine to use when you have sudden current type feelings,0.6514423076923077
Neurobion,Good one,0.6514423076923077
Neurobion,It is good for Nevas in body,0.6490384615384616
Neurobion,Good supplement,0.6490384615384616
Neurobion,Delivery,0.6490384615384616
Neurobion,It gives strength to veins,0.6466346153846154
Neurobion,Bifurcation of order given,0.6466346153846154
Neurobion,Its a wonderful tablet.,0.6466346153846154
Neurobion,OK. Nice,0.6418269230769231
Neurobion,It was delivered intima,0.6418269230769231
Neurobion,excellent vitamin tablet at lowest pric!e. Value for money !,0.6298076923076923
Neurobion,helpful in gaining strength,0.6225961538461539
Neurobion,I am a diabetic patient and I am taking regularly,0.6201923076923077
Neurobion,Two tablets were exposed as their seals were punctured,0.6201923076923077
Neurobion,I have been prescribed by my doctor for general weakness I feel better,0.6177884615384616
Neurobion,Nice every thing,0.6177884615384616
Neurobion,You failed to deliver medicine twice and without any talk with me you have canceled my two orders,0.6177884615384616
Neurobion,Timely delivery Good packing,0.6177884615384616
Neurobion,I did not purchase it this time.,0.6177884615384616
Neurobion,Fast delivery Authentic product.,0.6177884615384616
Neurobion,I regularly use it for improvement of vitamin B,0.5985576923076923
Neurobion,Good Complex tablet with b12,0.5985576923076923
Neurobion,its a good and cheap combo of neurovitamins,0.5985576923076923
Neurobion,They are useful,0.5985576923076923
Neurobion,All ok,0.5985576923076923
Neurobion,I dont know it work or what .,0.5961538461538461
Neurobion,Everything was prefect,0.5961538461538461
Neurobion,Actually I bought this medicine for my father so I canst tell about this,0.5961538461538461
Neurobion,its a good product.,0.5961538461538461
Neurobion,overall good with price,0.5961538461538461
Neurobion,its good,0.5961538461538461
Neurobion,Prompt,0.5961538461538461
Neurobion,Stop Asking silly questions wasting time,0.5961538461538461
Neurobion,Packing should have been a bit strong,0.5961538461538461
Neurobion,Good packing and expire date,0.5961538461538461
Neurobion,Medicine is good and gives me positive results,0.5913461538461539
Neurobion,"Reasonable price,recommended by doctors no adverse effect noticed it helps nerve strengthening,long term use",0.5913461538461539
Neurobion,its effective against pain due to nerve pitching,0.5913461538461539
Neurobion,best in its class,0.5913461538461539
Neurobion,I have been using it for a while and found it to be a good nerve support,0.5889423076923077
Neurobion,It keeps an old women of 94yrs going,0.5865384615384616
Neurobion,Disprin require percription . Very strange,0.5865384615384616
Neurobion,Till now I didn dislike anything,0.5841346153846154
Neurobion,Like,0.5817307692307693
Neurobion,Increases the nerves strength,0.5793269230769231
Neurobion,overall good experience and this is one of the best medicine for me and works well over me. thanks,0.5793269230769231
Neurobion,Good bit tabs,0.5769230769230769
Neurobion,its good,0.5769230769230769
Neurobion,Slow result. Take it for long time,0.5769230769230769
Neurobion,Medicine not available in stock in required quantity,0.5745192307692307
Neurobion,Best price good results...,0.5745192307692307
Neurobion,The product meets our requirements,0.5721153846153846
Neurobion,Good service,0.5697115384615384
Neurobion,I like neurobiology forte tablet and I take this daily since long time,0.5673076923076923
Neurobion,It is Ok,0.5625
Neurobion,No dislikes,0.5625
Neurobion,No discount I got I got Usually 15 % from my chemist,0.5625
Neurobion,I got all tablets except this one The service was good for all other tablets Since this tablet was not that costly I just left it without complaining,0.5625
Neurobion,good packing but a bit slower delivery considering it was really near my address,0.5625
Neurobion,Best complex at compatible price..,0.5576923076923077
Neurobion,Effective for my mother,0.5576923076923077
Neurobion,The delivery boy said the phone number was not available to call. Packing has to be done appropriately He threatened not to deliver next time if it happens,0.5552884615384616
Neurobion,packing and quality,0.5552884615384616
Neurobion,Not delivered,0.5552884615384616
Neurobion,Very fine working in my bowl.Just I am eating more.digestion is good and i have some brisk.i happy to continue some months.Cost is very cheap.Lot of Thanks to Merkpharma and their mankind of services,0.5552884615384616
Neurobion,AS a Vitamin supplement Neurobion Forte is very good for diabetic,0.5504807692307693
Neurobion,Vitamin supplement at unfordable price.,0.5480769230769231
Neurobion,The rate is very reasonable,0.5480769230769231
Neurobion,Good vitamin,0.5480769230769231
Neurobion,Prompt same day delivery,0.5480769230769231
Neurobion,It is a time tested drug,0.5456730769230769
Neurobion,Because I have not satisfied,0.5432692307692307
Neurobion,The delivery boy said the phone number was not available to call. Packing has to be done appropriately He threatened not to deliver next time if it happens,0.5408653846153846
Neurobion,I have received medicines with early expire and the Voice issued was incorrect,0.5360576923076923
Neurobion,Right from placing the order to being delivered,0.5360576923076923
Neurobion,Original product at great discount,0.5336538461538461
Neurobion,dislike -- reason smell,0.53125
Neurobion,Its a vitamin tablet!,0.53125
Neurobion,Bifurcation of order given,0.53125
Neurobion,Mud source of b12,0.5288461538461539
Neurobion,taste heavy small,0.5288461538461539
Neurobion,Service as well as app(v fast,0.5288461538461539
Neurobion,its good for body,0.5264423076923077
Neurobion,"It is a prescribed medicine, what is there to like or dislike in that!!???",0.5264423076923077
Neurobion,Aimed delivery,0.5264423076923077
Neurobion,Time required for is too much for customer care support,0.5240384615384616
Neurobion,good packing but a bit slower delivery considering it was really near my address,0.5240384615384616
Neurobion,NO DISLIKE. ONLY LIKE,0.5216346153846154
Neurobion,Everything is amazing,0.5192307692307693
Neurobion,Best in help of Complex bone and mussel problem,0.5192307692307693
Neurobion,Effective for my mother,0.5192307692307693
Neurobion,Good results,0.5192307692307693
Neurobion,Good,0.5168269230769231
Neurobion,I like,0.5168269230769231
Neurobion,Every thing was great,0.5144230769230769
Neurobion,Unfordable prices.... Helped with muscle spasms and general anxiety,0.5120192307692307
Neurobion,Till now I didn dislike anything,0.5096153846153846
Neurobion,This is nice red colour tablet...looks so nice and after I eat I feel it must be doing something nice otherwise why would my doctor tell me to have it daily Silt!!,0.5096153846153846
Neurobion,Quick delivery with no problem,0.5096153846153846
Neurobion,Prompt same day delivery,0.5096153846153846
Neurobion,B complex product withb12 at a very reasonable price,0.5072115384615384
Neurobion,Really it works,0.5072115384615384
Neurobion,Nurobian tablet,0.5072115384615384
Neurobion,Complete vitamin B tablet,0.5048076923076923
Neurobion,its good for weak nerve and helps to work,0.5048076923076923
Neurobion,Best for neutral problems,0.5024038461538461
Neurobion,It is helpful,0.5024038461538461
Neurobion,NERVE AILMENT IS RECTIFIED BY USE OF THIS POPULAR MEDICINE,0.5
Neurobion,Like,0.5
Neurobion,Not that effective,0.4951923076923077
Neurobion,Good vitamin supplement,0.4951923076923077
Neurobion,I like this tablet very much,0.49278846153846156
Neurobion,This is also prescribed by my doctor,0.49278846153846156
Neurobion,Great for most neurological issue.,0.49038461538461536
Neurobion,good product.,0.49038461538461536
Neurobion,Good price and quick delivery,0.49038461538461536
Neurobion,all is good but need to be work on portal offers,0.4855769230769231
Neurobion,Extremely fast supply.just the same day.,0.4855769230769231
Neurobion,Timely delivery,0.4855769230769231
Neurobion,I am 74 years old hence I was always feel tired and needed lie down for rest After taking nuerobion I feel better and can do some work actively,0.4831730769230769
Neurobion,Genetic and useful,0.4831730769230769
Neurobion,its a good product.,0.4831730769230769
Neurobion,Excellent result,0.4807692307692308
Neurobion,Awesome,0.47836538461538464
Neurobion,It is a very good medicine,0.47596153846153844
Neurobion,It gives strength to veins,0.47596153846153844
Neurobion,Good vitamin tablets,0.47596153846153844
Neurobion,Don't have any test,0.47596153846153844
Neurobion,its not making any much difference,0.47596153846153844
Neurobion,its a good product.,0.47596153846153844
Neurobion,best medicine for nerves,0.47596153846153844
Neurobion,good To be taken as per Or advice,0.47596153846153844
Neurobion,Good to receive on time.,0.47596153846153844
Neurobion,It seems that it is substandard,0.4735576923076923
Neurobion,Good packing,0.4735576923076923
Neurobion,It is worth recommended to other also to compensate deficiency of B vitamin,0.46875
Neurobion,Extremely fast supply.just the same day.,0.46875
Neurobion,One of the better vitamin complex tablet with B-12.Very effective,0.46634615384615385
Neurobion,Its good,0.46634615384615385
Neurobion,best in its class,0.46153846153846156
Neurobion,Delivery charges,0.4567307692307692
Neurobion,Original product at great discount,0.4567307692307692
Neurobion,Good for daily work,0.4543269230769231
Neurobion,Good,0.4519230769230769
Neurobion,A regular purchaser,0.44471153846153844
Neurobion,it helps me in sciatica pain,0.44471153846153844
Neurobion,Already replied,0.4423076923076923
Neurobion,You failed to deliver medicine twice and without any talk with me you have canceled my two orders,0.4423076923076923
Neurobion,Nice follow up from customer care,0.4423076923076923
Neurobion,B complex product withb12 at a very reasonable price,0.4254807692307692
Neurobion,"It is a prescribed medicine, what is there to like or dislike in that!!???",0.4206730769230769
Neurobion,I like it,0.4206730769230769
Neurobion,NO DISLIKE. ONLY LIKE,0.4206730769230769
Neurobion,good option for vitamin b12 supplement,0.4182692307692308
Neurobion,Good to have one everyday,0.4182692307692308
Neurobion,This Tablet was cause of vomitting sorry,0.4182692307692308
Neurobion,Effective supplement as vitamin B complex,0.41586538461538464
Neurobion,This is also prescribed by my doctor,0.41586538461538464
Neurobion,I dont know it work or what .,0.41586538461538464
Neurobion,Quality in such a low cost,0.41586538461538464
Neurobion,its really good,0.41586538461538464
Neurobion,its working good in cheapest price,0.41586538461538464
Neurobion,Dtripifficult to rmove tablets from s,0.41346153846153844
Neurobion,Very nice tab,0.41346153846153844
Neurobion,Along with this i had initially ordered glycogen for which a prescription was called for But what i had unloaded was not a'exited as it was issued in 2015. Since this is regular medication for diabetic control age of the prescription should not matter.,0.41346153846153844
Neurobion,Results in 35-40 days...In back pain and tastelessnees.,0.41346153846153844
Neurobion,medicine is long lasting expire date,0.41346153846153844
Neurobion,timely delivery and updates,0.41346153846153844
Neurobion,Timely Delivered,0.41346153846153844
Neurobion,Great,0.4110576923076923
Neurobion,Good ... discount for all medicines should be more with no delivery charge for orders > 100,0.4110576923076923
Neurobion,"Good, but after making order I realized that my mobile no mistaken typed wrong and I requested you to correct but you didn and due to this I and courier service person got too much trouble.",0.4110576923076923
Neurobion,Delivery and information available on webster,0.4110576923076923
Neurobion,Product delivery is late,0.4110576923076923
Neurobion,Transit time,0.4110576923076923
Neurobion,Very useful for me.,0.4014423076923077
Neurobion,NOT USE FULL,0.4014423076923077
Neurobion,Nothing particular,0.39903846153846156
Neurobion,medicine is long lasting expire date,0.39903846153846156
Neurobion,its prompt delivery,0.39903846153846156
Neurobion,Timely delivery,0.39903846153846156
Neurobion,Good for nerve,0.38461538461538464
Neurobion,Good for health,0.38461538461538464
Neurobion,The way of packing is good thank you,0.38461538461538464
Neurobion,Good tablet,0.375
Neurobion,Speedy Delivery,0.37259615384615385
Neurobion,helpful in gaining strength,0.3701923076923077
Neurobion,Good substitute for vitamin B in lesser price.,0.3701923076923077
Neurobion,Good value for money,0.3701923076923077
Neurobion,It is good for nerves,0.3701923076923077
Neurobion,Small in size,0.3701923076923077
Neurobion,Good medicine for nerves,0.3701923076923077
Neurobion,Effect when taken for long duration,0.3701923076923077
Neurobion,it does the work,0.3701923076923077
Neurobion,nice tablet for boasting a day,0.3701923076923077
Neurobion,Response from team was poor,0.3701923076923077
Neurobion,good results,0.3701923076923077
Neurobion,Very good,0.3701923076923077
Neurobion,Prompt delivery’s,0.36778846153846156
Neurobion,Good discount and cashback,0.36778846153846156
Neurobion,Good packing and expire date,0.36778846153846156
Neurobion,Good and delivered on time,0.36778846153846156
Neurobion,Genuine and good pricing,0.36778846153846156
Neurobion,U should give discount on that also,0.36778846153846156
Neurobion,Delivery and information available on webster,0.36778846153846156
Neurobion,its gud it has it B 12,0.36538461538461536
Neurobion,Have been using it for more than 35 years with out any problems,0.35336538461538464
Neurobion,Good vitamin tablets,0.35336538461538464
Neurobion,All good,0.35336538461538464
Neurobion,CHEAP N BEST,0.35096153846153844
Neurobion,Don't have any test,0.35096153846153844
Neurobion,Excellent,0.35096153846153844
Neurobion,Given strength,0.35096153846153844
Neurobion,I purchase tables monthly once But the discount refund in the wallet is expiring before a month. What is the use of giving discount refund,0.35096153846153844
Neurobion,timely delivery and updates,0.35096153846153844
Neurobion,Product delivery is late,0.35096153846153844
Neurobion,Good for back pain due to deficiency of vitamin b,0.3485576923076923
Neurobion,Time required for is too much for customer care support,0.34615384615384615
Neurobion,Good for nerve problem,0.34134615384615385
Neurobion,Everything was good,0.34134615384615385
Neurobion,Good,0.34134615384615385
Neurobion,delivered in time with good discount,0.34134615384615385
Neurobion,A good company tab,0.3389423076923077
Neurobion,It is good for Nevas in body,0.3389423076923077
Neurobion,I ordered for my mother,0.3389423076923077
Neurobion,It is a good broad spectrum medicine for occasional use.,0.33653846153846156
Neurobion,Good product,0.33653846153846156
Neurobion,Helpful in the price range in compare to other multivitamins,0.33413461538461536
Neurobion,good one,0.33413461538461536
Neurobion,like it,0.33413461538461536
Neurobion,Results in 35-40 days...In back pain and tastelessnees.,0.33413461538461536
Neurobion,I dislike delivery time,0.33413461538461536
Neurobion,Liked it Good,0.3317307692307692
Neurobion,Good vitamin supplement,0.3317307692307692
Neurobion,benefits are visible,0.3293269230769231
Neurobion,"Cannot remember rhis medicine, rated arbitrarily",0.3293269230769231
Neurobion,Very good,0.3293269230769231
Neurobion,Increases the nerves strength,0.32211538461538464
Neurobion,All tablet are found in excellent condition,0.32211538461538464
Neurobion,Medicine keeps whole day active and no tiredness,0.31971153846153844
Neurobion,Good effective medicine,0.31971153846153844
Neurobion,Good one,0.31971153846153844
Neurobion,good multivitamin,0.31971153846153844
Neurobion,No 1,0.31971153846153844
Neurobion,All medicine are good and with discount price.,0.31971153846153844
Neurobion,Useful,0.3173076923076923
Neurobion,Does the job,0.31009615384615385
Neurobion,No prescription needed,0.31009615384615385
Neurobion,I have been taking Neurobion Forte tablets (one a day) for many years It helps in maintaining health and vitality It has no side effects,0.3076923076923077
Neurobion,Used for my musels,0.3076923076923077
Neurobion,Nothing great,0.3076923076923077
Neurobion,Packing should have been a bit strong,0.3076923076923077
Neurobion,It is a good vitamin substitute. And effective and cheap,0.30528846153846156
Neurobion,Two tablets were exposed as their seals were punctured,0.30528846153846156
Neurobion,cost & utility snatched,0.30528846153846156
Neurobion,All good,0.30528846153846156
Neurobion,Late Delivery and pattern of split one order in two,0.30528846153846156
Neurobion,ok ok product..,0.30288461538461536
Neurobion,Easy to swallow,0.30288461538461536
Neurobion,value for money,0.30288461538461536
Neurobion,Medicine not available in stock in required quantity,0.30288461538461536
Neurobion,Best multivitamin,0.30288461538461536
Neurobion,Didn't get delivery,0.30288461538461536
Neurobion,Prompt delivery,0.30288461538461536
Neurobion,Not like,0.3004807692307692
Neurobion,just gud,0.3004807692307692
Neurobion,Effective.Fairly priced,0.3004807692307692
Neurobion,Packing is nice,0.3004807692307692
Neurobion,U should give discount on that also,0.3004807692307692
Neurobion,It is good vitamin (3V) tablet,0.2956730769230769
Neurobion,Very useful with chiefest cost,0.2956730769230769
Neurobion,A good multivitamin supplement,0.2956730769230769
Neurobion,Nice,0.2956730769230769
Neurobion,The way of packing is good thank you,0.2932692307692308
Neurobion,No work,0.2548076923076923
Neurobion,"Good,",0.23798076923076922
Neurobion,Fast delivery,0.23557692307692307
Neurobion,I have been prescribed by my doctor for general weakness I feel better,0.2283653846153846
Neurobion,it helps me in sciatica pain,0.22596153846153846
Neurobion,Don't bug my notifications,0.22596153846153846
Neurobion,good To be taken as per Or advice,0.22596153846153846
Neurobion,effective medicine,0.22596153846153846
Neurobion,Nice packing,0.22355769230769232
Neurobion,It is a very good medicine,0.21634615384615385
Neurobion,Not sure if it works,0.21634615384615385
Neurobion,The tablet is very harmful,0.21634615384615385
Neurobion,Do u mean the effects ?,0.21634615384615385
Neurobion,Good one,0.21634615384615385
Neurobion,Its good,0.21634615384615385
Neurobion,Medicine keeps whole day active and no tiredness,0.21394230769230768
Neurobion,Well packed,0.21394230769230768
Neurobion,Great for most neurological issue.,0.20192307692307693
Neurobion,Good vitamin tab,0.20192307692307693
Neurobion,Good for weakness,0.20192307692307693
Neurobion,It seems that it is substandard,0.20192307692307693
Neurobion,Essentially necessary,0.20192307692307693
Neurobion,Liked it very much,0.19951923076923078
Neurobion,Best Quality,0.19951923076923078
Neurobion,Fast delivery,0.19951923076923078
Neurobion,This Tablet was cause of vomitting sorry,0.1971153846153846
Neurobion,Good tablet for nerve disorder,0.16346153846153846
Neurobion,Excellent,0.16346153846153846
Neurobion,genuine,0.15384615384615385
Neurobion,Very effective,0.13701923076923078
Neurobion,Very useful,0.13701923076923078
